t_s,ecg_mv
98.5000,-0.0754
98.5040,-0.0528
98.5080,-0.0649
98.5120,-0.0700
98.5160,-0.0735
98.5200,-0.0568
98.5240,-0.0716
98.5280,-0.0527
98.5320,-0.0947
98.5360,-0.0794
98.5400,-0.0946
98.5440,-0.0368
98.5480,-0.0435
98.5520,-0.0567
98.5560,-0.0793
98.5600,-0.0954
98.5640,-0.0501
98.5680,-0.0599
98.5720,-0.0952
98.5760,-0.1129
98.5800,-0.1245
98.5840,-0.1075
98.5880,-0.1136
98.5920,-0.1198
98.5960,-0.0994
98.6000,-0.0847
98.6040,-0.0453
98.6080,-0.0367
98.6120,-0.0545
98.6160,-0.0561
98.6200,0.0075
98.6240,0.0275
98.6280,0.0704
98.6320,0.1001
98.6360,0.1379
98.6400,0.1810
98.6440,0.2070
98.6480,0.2468
98.6520,0.1837
98.6560,0.2229
98.6600,0.2384
98.6640,0.2524
98.6680,0.2797
98.6720,0.2684
98.6760,0.2839
98.6800,0.3107
98.6840,0.3135
98.6880,0.2893
98.6920,0.2782
98.6960,0.2508
98.7000,0.2433
98.7040,0.2426
98.7080,0.1994
98.7120,0.1950
98.7160,0.1466
98.7200,0.1897
98.7240,0.1286
98.7280,0.1382
98.7320,0.1334
98.7360,0.0969
98.7400,0.0588
98.7440,0.0307
98.7480,0.0264
98.7520,-0.0186
98.7560,0.0197
98.7600,0.0350
98.7640,0.0386
98.7680,0.0595
98.7720,0.0171
98.7760,0.0058
98.7800,0.0558
98.7840,0.0748
98.7880,0.0375
98.7920,0.0219
98.7960,0.0100
98.8000,0.0547
98.8040,0.0654
98.8080,0.0333
98.8120,0.0408
98.8160,0.0594
98.8200,0.0038
98.8240,0.0260
98.8280,0.0370
98.8320,0.0352
98.8360,0.0334
98.8400,0.0332
98.8440,0.0316
98.8480,-0.0057
98.8520,0.0034
98.8560,0.0252
98.8600,0.0194
98.8640,0.0644
98.8680,0.0049
98.8720,0.0453
98.8760,0.0487
98.8800,0.0341
98.8840,0.0181
98.8880,0.0352
98.8920,0.0242
98.8960,0.0117
98.9000,0.0129
98.9040,-0.0014
98.9080,0.0020
98.9120,-0.0065
98.9160,-0.0046
98.9200,-0.0034
98.9240,0.0205
98.9280,0.0463
98.9320,0.0324
98.9360,0.0586
98.9400,0.0635
98.9440,0.0575
98.9480,0.0694
98.9520,0.1035
98.9560,0.1235
98.9600,0.1086
98.9640,0.1522
98.9680,0.1413
98.9720,0.1074
98.9760,0.1161
98.9800,0.1182
98.9840,0.1004
98.9880,0.0785
98.9920,0.0450
98.9960,0.0139
99.0000,-0.0052
99.0040,0.0254
99.0080,0.0128
99.0120,0.0084
99.0160,-0.0088
99.0200,-0.0275
99.0240,-0.0152
99.0280,0.0017
99.0320,-0.0326
99.0360,-0.0011
99.0400,-0.0651
99.0440,-0.0479
99.0480,-0.0439
99.0520,-0.0431
99.0560,-0.1031
99.0600,-0.1055
99.0640,-0.1025
99.0680,-0.0680
99.0720,-0.0326
99.0760,0.0016
99.0800,0.1243
99.0840,0.2575
99.0880,0.4508
99.0920,0.6527
99.0960,0.8447
99.1000,0.9878
99.1040,0.9571
99.1080,0.7792
99.1120,0.5079
99.1160,0.2455
99.1200,0.0664
99.1240,-0.0760
99.1280,-0.1357
99.1320,-0.1780
99.1360,-0.1642
99.1400,-0.1038
99.1440,-0.0510
99.1480,0.0013
99.1520,0.0432
99.1560,0.0044
99.1600,0.0251
99.1640,0.0882
99.1680,0.0433
99.1720,0.0320
99.1760,0.0604
99.1800,0.0807
99.1840,0.0708
99.1880,0.0438
99.1920,0.0347
99.1960,0.0159
99.2000,-0.0163
99.2040,0.0095
99.2080,-0.0125
99.2120,-0.0168
99.2160,-0.0025
99.2200,0.0052
99.2240,0.0692
99.2280,0.0149
99.2320,0.0063
99.2360,0.0020
99.2400,0.0172
99.2440,0.0206
99.2480,-0.0026
99.2520,0.0003
99.2560,0.0219
99.2600,0.0535
99.2640,0.0662
99.2680,0.0767
99.2720,0.0648
99.2760,0.0561
99.2800,0.0573
99.2840,0.1257
99.2880,0.1400
99.2920,0.1465
99.2960,0.1818
99.3000,0.1907
99.3040,0.2178
99.3080,0.1787
99.3120,0.1721
99.3160,0.1628
99.3200,0.2076
99.3240,0.1817
99.3280,0.1679
99.3320,0.1196
99.3360,0.1128
99.3400,0.0849
99.3440,0.1412
99.3480,0.1104
99.3520,0.0961
99.3560,0.0981
99.3600,0.0802
99.3640,0.1033
99.3680,0.0695
99.3720,0.0675
99.3760,0.0435
99.3800,0.0397
99.3840,0.0225
99.3880,0.0536
99.3920,-0.0141
99.3960,0.0067
99.4000,0.0114
99.4040,0.0137
99.4080,0.0165
99.4120,-0.0228
99.4160,-0.0700
99.4200,-0.0465
99.4240,-0.0373
99.4280,-0.0890
99.4320,-0.0847
99.4360,-0.1140
99.4400,-0.1015
99.4440,-0.0639
99.4480,-0.1086
99.4520,-0.1551
99.4560,-0.1478
99.4600,-0.1514
99.4640,-0.1663
99.4680,-0.1829
99.4720,-0.1452
99.4760,-0.2040
99.4800,-0.1691
99.4840,-0.1557
99.4880,-0.1417
99.4920,-0.1522
99.4960,-0.1703
99.5000,-0.1321
99.5040,-0.0863
99.5080,-0.0746
99.5120,-0.0960
99.5160,-0.1267
99.5200,-0.1132
99.5240,-0.0823
99.5280,-0.1072
99.5320,-0.1143
99.5360,-0.1303
99.5400,-0.1131
99.5440,-0.1003
99.5480,-0.0527
99.5520,-0.0388
99.5560,-0.0224
99.5600,-0.0039
99.5640,0.0195
99.5680,0.0069
99.5720,0.0424
99.5760,0.0262
99.5800,-0.0219
99.5840,0.0158
99.5880,-0.0253
99.5920,-0.0494
99.5960,-0.0486
99.6000,-0.0307
99.6040,-0.0146
99.6080,-0.0562
99.6120,-0.0611
99.6160,-0.0770
99.6200,-0.0553
99.6240,-0.0377
99.6280,-0.0752
99.6320,-0.0873
99.6360,-0.1540
99.6400,-0.1302
99.6440,-0.1383
99.6480,-0.1508
99.6520,-0.1723
99.6560,-0.1431
99.6600,-0.1581
99.6640,-0.1787
99.6680,-0.2259
99.6720,-0.2329
99.6760,-0.2244
99.6800,-0.1422
99.6840,-0.0715
99.6880,0.0136
99.6920,0.1640
99.6960,0.4094
99.7000,0.6331
99.7040,0.8171
99.7080,0.8669
99.7120,0.7436
99.7160,0.4979
99.7200,0.2335
99.7240,-0.0161
99.7280,-0.1818
99.7320,-0.2951
99.7360,-0.3913
99.7400,-0.3678
99.7440,-0.3019
99.7480,-0.2218
99.7520,-0.2056
99.7560,-0.1626
99.7600,-0.1322
99.7640,-0.1665
99.7680,-0.1125
99.7720,-0.1716
99.7760,-0.1817
99.7800,-0.1794
99.7840,-0.0997
99.7880,-0.1468
99.7920,-0.1335
99.7960,-0.1582
99.8000,-0.0827
99.8040,-0.0815
99.8080,-0.0633
99.8120,-0.0476
99.8160,-0.0236
99.8200,-0.0365
99.8240,-0.0300
99.8280,-0.0286
99.8320,-0.0374
99.8360,-0.0520
99.8400,-0.0351
99.8440,-0.0505
99.8480,-0.0054
99.8520,-0.0277
99.8560,-0.0325
99.8600,-0.0129
99.8640,0.0175
99.8680,0.0349
99.8720,0.0373
99.8760,0.1080
99.8800,0.1053
99.8840,0.1530
99.8880,0.1248
99.8920,0.1465
99.8960,0.1911
99.9000,0.2184
99.9040,0.2567
99.9080,0.2415
99.9120,0.2590
99.9160,0.2489
99.9200,0.2597
99.9240,0.1926
99.9280,0.2037
99.9320,0.1587
99.9360,0.1516
99.9400,0.1766
99.9440,0.1853
99.9480,0.1373
99.9520,0.1130
99.9560,0.0885
99.9600,0.1301
99.9640,0.1238
99.9680,0.1064
99.9720,0.0718
99.9760,0.0591
99.9800,0.0709
99.9840,0.1237
99.9880,0.0827
99.9920,0.0746
99.9960,0.0311
100.0000,0.0819
100.0040,0.1250
100.0080,0.1084
100.0120,0.0579
100.0160,0.0802
100.0200,0.0763
100.0240,0.0605
100.0280,0.0839
100.0320,0.1022
100.0360,0.0670
100.0400,0.0932
100.0440,0.1174
100.0480,0.1111
100.0520,0.0873
100.0560,0.0995
100.0600,0.1219
100.0640,0.0867
100.0680,0.1135
100.0720,0.1407
100.0760,0.0675
100.0800,0.0622
100.0840,0.0748
100.0880,0.0221
100.0920,0.0235
100.0960,0.0581
100.1000,0.0176
100.1040,0.0606
100.1080,0.0561
100.1120,0.0620
100.1160,0.0761
100.1200,0.0754
100.1240,0.0688
100.1280,0.0739
100.1320,0.0652
100.1360,0.0239
100.1400,0.0916
100.1440,0.1128
100.1480,0.1347
100.1520,0.1317
100.1560,0.1149
100.1600,0.1515
100.1640,0.1473
100.1680,0.1285
100.1720,0.0903
100.1760,0.0827
100.1800,0.0955
100.1840,0.1042
100.1880,0.0821
100.1920,0.0425
100.1960,0.0347
100.2000,0.0246
100.2040,0.0611
100.2080,0.0255
100.2120,-0.0073
100.2160,-0.0057
100.2200,0.0359
100.2240,0.0446
100.2280,0.0884
100.2320,0.0634
100.2360,0.0716
100.2400,0.0413
100.2440,0.1399
100.2480,0.0923
100.2520,0.0937
100.2560,0.0575
100.2600,0.0670
100.2640,0.0474
100.2680,0.0328
100.2720,0.0075
100.2760,0.0229
100.2800,0.0988
100.2840,0.2216
100.2880,0.3259
100.2920,0.5527
100.2960,0.7785
100.3000,0.9890
100.3040,1.0596
100.3080,0.9563
100.3120,0.7266
100.3160,0.4622
100.3200,0.2518
100.3240,0.0650
100.3280,-0.0302
100.3320,-0.1458
100.3360,-0.1157
100.3400,-0.0945
100.3440,-0.0233
100.3480,0.0444
100.3520,0.0687
100.3560,0.0954
100.3600,0.0789
100.3640,0.1037
100.3680,0.0480
100.3720,0.0288
100.3760,0.0497
100.3800,0.0458
100.3840,0.0414
100.3880,0.0651
100.3920,0.0579
100.3960,0.0777
100.4000,0.0594
100.4040,0.0580
100.4080,0.0523
100.4120,0.0386
100.4160,0.0235
100.4200,0.0194
100.4240,0.0612
100.4280,0.0449
100.4320,0.0569
100.4360,0.0617
100.4400,0.0950
100.4440,0.1183
100.4480,0.1494
100.4520,0.1246
100.4560,0.1634
100.4600,0.1664
100.4640,0.1908
100.4680,0.2406
100.4720,0.2705
100.4760,0.2847
100.4800,0.3140
100.4840,0.3577
100.4880,0.3842
100.4920,0.3559
100.4960,0.3680
100.5000,0.4069
100.5040,0.4318
100.5080,0.4268
100.5120,0.3979
100.5160,0.4002
100.5200,0.3810
100.5240,0.3827
100.5280,0.3734
100.5320,0.3087
100.5360,0.3172
100.5400,0.3152
100.5440,0.3116
100.5480,0.2926
100.5520,0.2368
100.5560,0.1916
100.5600,0.2078
100.5640,0.1850
100.5680,0.1579
100.5720,0.1607
100.5760,0.1669
100.5800,0.1854
100.5840,0.1756
100.5880,0.1323
100.5920,0.1058
100.5960,0.0862
100.6000,0.0963
100.6040,0.1302
100.6080,0.0902
100.6120,0.0797
100.6160,0.0755
100.6200,0.1019
100.6240,0.1228
100.6280,0.1496
100.6320,0.1435
100.6360,0.1180
100.6400,0.0854
100.6440,0.1213
100.6480,0.0638
100.6520,0.1147
100.6560,0.0454
100.6600,0.0643
100.6640,0.0977
100.6680,0.0608
100.6720,0.0767
100.6760,0.0349
100.6800,0.0534
100.6840,0.0701
100.6880,0.0845
100.6920,0.0503
100.6960,0.0515
100.7000,0.0774
100.7040,0.0731
100.7080,0.0506
100.7120,0.0660
100.7160,0.0633
100.7200,0.1150
100.7240,0.1470
100.7280,0.1329
100.7320,0.1316
100.7360,0.1586
100.7400,0.1692
100.7440,0.2341
100.7480,0.2341
100.7520,0.2019
100.7560,0.2403
100.7600,0.2520
100.7640,0.2834
100.7680,0.2399
100.7720,0.2339
100.7760,0.2315
100.7800,0.1967
100.7840,0.2216
100.7880,0.1717
100.7920,0.1299
100.7960,0.1186
100.8000,0.1226
100.8040,0.1100
100.8080,0.1564
100.8120,0.1619
100.8160,0.1291
100.8200,0.2007
100.8240,0.1697
100.8280,0.1719
100.8320,0.1520
100.8360,0.1589
100.8400,0.1602
100.8440,0.1349
100.8480,0.1333
100.8520,0.1156
100.8560,0.0849
100.8600,0.1001
100.8640,0.1071
100.8680,0.1685
100.8720,0.2435
100.8760,0.3313
100.8800,0.4827
100.8840,0.6945
100.8880,0.9305
100.8920,1.0857
100.8960,1.1724
100.9000,1.0642
100.9040,0.8173
100.9080,0.5912
100.9120,0.3132
100.9160,0.1279
100.9200,0.0346
100.9240,-0.0262
100.9280,-0.0450
100.9320,-0.0586
100.9360,-0.0221
100.9400,0.0566
100.9440,0.1034
100.9480,0.1383
100.9520,0.1166
100.9560,0.0076
100.9600,0.0428
100.9640,0.0917
100.9680,0.0246
100.9720,0.0128
100.9760,0.0049
100.9800,0.0007
100.9840,0.0267
100.9880,0.0295
100.9920,0.0165
100.9960,0.0265
101.0000,0.0749
101.0040,0.0715
101.0080,0.0686
101.0120,0.0264
101.0160,0.0463
101.0200,0.0472
101.0240,0.0540
101.0280,0.0281
101.0320,0.0770
101.0360,0.0688
101.0400,0.1006
101.0440,0.1383
101.0480,0.1743
101.0520,0.1670
101.0560,0.1824
101.0600,0.1927
101.0640,0.1805
101.0680,0.2461
101.0720,0.2535
101.0760,0.2355
101.0800,0.2773
101.0840,0.3418
101.0880,0.3561
101.0920,0.3388
101.0960,0.3729
101.1000,0.3974
101.1040,0.4484
101.1080,0.4842
101.1120,0.4465
101.1160,0.4439
101.1200,0.4456
101.1240,0.4596
101.1280,0.4118
101.1320,0.3914
101.1360,0.3498
101.1400,0.3644
101.1440,0.3657
101.1480,0.3575
101.1520,0.3311
101.1560,0.3404
101.1600,0.3225
101.1640,0.3269
101.1680,0.2774
101.1720,0.2462
101.1760,0.2556
101.1800,0.1782
101.1840,0.1821
101.1880,0.1971
101.1920,0.1881
101.1960,0.1308
101.2000,0.1474
101.2040,0.1486
101.2080,0.1313
101.2120,0.0986
101.2160,0.0474
101.2200,0.1376
101.2240,0.1026
101.2280,0.1115
101.2320,0.1093
101.2360,0.0843
101.2400,0.0619
101.2440,0.0826
101.2480,0.0742
101.2520,0.0663
101.2560,0.0942
101.2600,0.1218
101.2640,0.1528
101.2680,0.1637
101.2720,0.1264
101.2760,0.1033
101.2800,0.1353
101.2840,0.1567
101.2880,0.1184
101.2920,0.1116
101.2960,0.1758
101.3000,0.1499
101.3040,0.1838
101.3080,0.1599
101.3120,0.1420
101.3160,0.1689
101.3200,0.1638
101.3240,0.2187
101.3280,0.2062
101.3320,0.1978
101.3360,0.2082
101.3400,0.2124
101.3440,0.2031
101.3480,0.1803
101.3520,0.2102
101.3560,0.1802
101.3600,0.2233
101.3640,0.2313
101.3680,0.2197
101.3720,0.2279
101.3760,0.2349
101.3800,0.3173
101.3840,0.2887
101.3880,0.3129
101.3920,0.3383
101.3960,0.3669
101.4000,0.3475
101.4040,0.3614
101.4080,0.3309
101.4120,0.3098
101.4160,0.3034
101.4200,0.2909
101.4240,0.2723
101.4280,0.2612
101.4320,0.2665
101.4360,0.2139
101.4400,0.2535
101.4440,0.2097
101.4480,0.2035
101.4520,0.1638
101.4560,0.1303
101.4600,0.1460
101.4640,0.1640
101.4680,0.1877
101.4720,0.1388
101.4760,0.1003
101.4800,0.1409
101.4840,0.2019
101.4880,0.1520
101.4920,0.1452
101.4960,0.0879
101.5000,0.0927
101.5040,0.0840
101.5080,0.0660
101.5120,0.1278
101.5160,0.1777
101.5200,0.2702
101.5240,0.3954
101.5280,0.5990
101.5320,0.7919
101.5360,1.0184
101.5400,1.1439
101.5440,1.1250
101.5480,0.9502
101.5520,0.7161
101.5560,0.4513
101.5600,0.2120
101.5640,0.1266
101.5680,-0.0515
101.5720,-0.0604
101.5760,-0.0374
101.5800,0.0342
101.5840,0.0917
101.5880,0.1108
101.5920,0.1193
101.5960,0.1500
101.6000,0.1341
101.6040,0.1490
101.6080,0.1306
101.6120,0.1388
101.6160,0.1393
101.6200,0.1351
101.6240,0.1661
101.6280,0.1611
101.6320,0.1730
101.6360,0.1588
101.6400,0.1610
101.6440,0.1569
101.6480,0.1478
101.6520,0.1237
101.6560,0.1297
101.6600,0.1119
101.6640,0.1453
101.6680,0.1291
101.6720,0.0964
101.6760,0.1012
101.6800,0.1164
101.6840,0.1345
101.6880,0.1840
101.6920,0.1650
101.6960,0.1162
101.7000,0.1703
101.7040,0.1403
101.7080,0.1894
101.7120,0.1993
101.7160,0.1808
101.7200,0.2602
101.7240,0.2460
101.7280,0.2453
101.7320,0.2332
101.7360,0.2270
101.7400,0.2878
101.7440,0.2999
101.7480,0.2997
101.7520,0.2928
101.7560,0.3514
101.7600,0.3437
101.7640,0.2982
101.7680,0.2931
101.7720,0.2808
101.7760,0.2648
101.7800,0.2793
101.7840,0.2092
101.7880,0.1747
101.7920,0.1472
101.7960,0.1514
101.8000,0.1130
101.8040,0.1217
101.8080,0.0913
101.8120,0.0339
101.8160,0.0368
101.8200,0.0651
101.8240,0.0509
101.8280,0.0338
101.8320,-0.0066
101.8360,0.0175
101.8400,-0.0451
101.8440,-0.0391
101.8480,-0.0635
101.8520,-0.0686
101.8560,-0.0946
101.8600,-0.0530
101.8640,-0.0704
101.8680,-0.0353
101.8720,-0.0428
101.8760,-0.0488
101.8800,-0.0428
101.8840,-0.0220
101.8880,-0.0889
101.8920,-0.0943
101.8960,-0.0897
101.9000,-0.0829
101.9040,-0.0745
101.9080,-0.0502
101.9120,-0.1075
101.9160,-0.0916
101.9200,-0.1078
101.9240,-0.0921
101.9280,-0.1039
101.9320,-0.1283
101.9360,-0.0810
101.9400,-0.0530
101.9440,-0.0747
101.9480,-0.0475
101.9520,-0.0667
101.9560,-0.1066
101.9600,-0.0575
101.9640,-0.0398
101.9680,-0.0754
101.9720,-0.0774
101.9760,-0.0535
101.9800,-0.0043
101.9840,0.0120
101.9880,-0.0172
101.9920,0.0073
101.9960,0.0010
102.0000,0.0613
102.0040,0.0605
102.0080,0.0859
102.0120,0.0811
102.0160,0.1415
102.0200,0.1319
102.0240,0.1529
102.0280,0.1839
102.0320,0.1806
102.0360,0.1574
102.0400,0.1280
102.0440,0.1504
102.0480,0.1495
102.0520,0.1235
102.0560,0.0449
102.0600,0.0156
102.0640,0.0079
102.0680,0.0274
102.0720,-0.0230
102.0760,-0.0176
102.0800,-0.0474
102.0840,-0.0636
102.0880,-0.0404
102.0920,-0.0315
102.0960,-0.0859
102.1000,-0.0428
102.1040,-0.0398
102.1080,-0.0428
102.1120,-0.0845
102.1160,-0.0932
102.1200,-0.1104
102.1240,-0.0852
102.1280,-0.1242
102.1320,-0.1627
102.1360,-0.1151
102.1400,-0.0795
102.1440,-0.0020
102.1480,0.0419
102.1520,0.1904
102.1560,0.3785
102.1600,0.6238
102.1640,0.8811
102.1680,0.9754
102.1720,0.9196
102.1760,0.7460
102.1800,0.4883
102.1840,0.2350
102.1880,0.0556
102.1920,-0.1234
102.1960,-0.2569
102.2000,-0.2205
102.2040,-0.1992
102.2080,-0.1641
102.2120,-0.1455
102.2160,-0.1179
102.2200,-0.1073
102.2240,-0.0926
102.2280,-0.0691
102.2320,-0.1053
102.2360,-0.0954
102.2400,-0.0571
102.2440,-0.0627
102.2480,-0.0736
102.2520,-0.0733
102.2560,-0.0816
102.2600,-0.0846
102.2640,-0.1036
102.2680,-0.1486
102.2720,-0.1469
102.2760,-0.1427
102.2800,-0.1614
102.2840,-0.1544
102.2880,-0.1391
102.2920,-0.1496
102.2960,-0.1432
102.3000,-0.1391
102.3040,-0.1099
102.3080,-0.0920
102.3120,-0.0928
102.3160,-0.0617
102.3200,-0.0626
102.3240,-0.0192
102.3280,0.0092
102.3320,0.0337
102.3360,0.0362
102.3400,0.0716
102.3440,0.0719
102.3480,0.0679
102.3520,0.1128
102.3560,0.1293
102.3600,0.1661
102.3640,0.1779
102.3680,0.1380
102.3720,0.1560
102.3760,0.1728
102.3800,0.1809
102.3840,0.1772
102.3880,0.1568
102.3920,0.1561
102.3960,0.1328
102.4000,0.1528
102.4040,0.1332
102.4080,0.1168
102.4120,0.1076
102.4160,0.0856
102.4200,0.0614
102.4240,0.0612
102.4280,0.0138
102.4320,0.0048
102.4360,-0.0581
102.4400,-0.0534
102.4440,-0.0274
102.4480,-0.0710
102.4520,-0.0471
102.4560,-0.1243
102.4600,-0.0967
102.4640,-0.0517
102.4680,-0.0787
102.4720,-0.0810
102.4760,-0.1261
102.4800,-0.1156
102.4840,-0.1054
102.4880,-0.1502
102.4920,-0.1526
102.4960,-0.1666
102.5000,-0.1259
102.5040,-0.1032
102.5080,-0.1447
102.5120,-0.1413
102.5160,-0.1230
102.5200,-0.1214
102.5240,-0.0700
102.5280,-0.1093
102.5320,-0.0779
102.5360,-0.1317
102.5400,-0.0657
102.5440,-0.0970
102.5480,-0.0795
102.5520,-0.1088
102.5560,-0.1087
102.5600,-0.0636
102.5640,-0.0697
102.5680,-0.0752
102.5720,-0.0338
102.5760,-0.0429
102.5800,-0.0516
102.5840,-0.0711
102.5880,-0.0314
102.5920,-0.0555
102.5960,-0.0682
102.6000,-0.0581
102.6040,-0.0401
102.6080,0.0136
102.6120,-0.0026
102.6160,-0.0200
102.6200,0.0388
102.6240,0.0543
102.6280,0.0371
102.6320,0.0353
102.6360,0.0347
102.6400,0.0219
102.6440,0.0469
102.6480,0.0480
102.6520,-0.0092
102.6560,-0.0264
102.6600,-0.0299
102.6640,-0.0886
102.6680,-0.0916
102.6720,-0.1336
102.6760,-0.1624
102.6800,-0.1412
102.6840,-0.1299
102.6880,-0.1139
102.6920,-0.1358
102.6960,-0.1544
102.7000,-0.1152
102.7040,-0.0973
102.7080,-0.1521
102.7120,-0.1400
102.7160,-0.1473
102.7200,-0.1455
102.7240,-0.1691
102.7280,-0.2216
102.7320,-0.2103
102.7360,-0.2267
102.7400,-0.1938
102.7440,-0.1162
102.7480,-0.0858
102.7520,0.0180
102.7560,0.1787
102.7600,0.4396
102.7640,0.6481
102.7680,0.7845
102.7720,0.8049
102.7760,0.6206
102.7800,0.4194
102.7840,0.1470
102.7880,-0.1155
102.7920,-0.2521
102.7960,-0.2926
102.8000,-0.3416
102.8040,-0.3485
102.8080,-0.2936
102.8120,-0.2467
102.8160,-0.2015
102.8200,-0.1395
102.8240,-0.1122
102.8280,-0.1202
102.8320,-0.0854
102.8360,-0.1339
102.8400,-0.0710
102.8440,-0.0733
102.8480,-0.0557
102.8520,-0.0602
102.8560,-0.0741
102.8600,-0.0781
102.8640,-0.0847
102.8680,-0.1630
102.8720,-0.1307
102.8760,-0.1431
102.8800,-0.1442
102.8840,-0.1568
102.8880,-0.1517
102.8920,-0.1097
102.8960,-0.1311
102.9000,-0.1344
102.9040,-0.1143
102.9080,-0.0774
102.9120,-0.0576
102.9160,-0.0466
102.9200,-0.0167
102.9240,-0.0068
102.9280,0.0219
102.9320,0.0025
102.9360,0.0277
102.9400,0.0753
102.9440,0.0819
102.9480,0.1021
102.9520,0.1575
102.9560,0.1395
102.9600,0.1239
102.9640,0.1949
102.9680,0.1790
102.9720,0.1755
102.9760,0.1668
102.9800,0.1819
102.9840,0.2089
102.9880,0.2013
102.9920,0.1646
102.9960,0.1666
103.0000,0.1480
103.0040,0.1507
103.0080,0.1704
103.0120,0.1207
103.0160,0.0900
103.0200,0.0500
103.0240,0.0274
103.0280,0.0368
103.0320,0.0198
103.0360,-0.0327
103.0400,-0.0177
103.0440,-0.0086
103.0480,-0.0439
103.0520,-0.0777
103.0560,-0.0879
103.0600,-0.0884
103.0640,-0.1201
103.0680,-0.0777
103.0720,-0.1602
103.0760,-0.1517
103.0800,-0.1878
103.0840,-0.1543
103.0880,-0.1851
103.0920,-0.1846
103.0960,-0.1900
103.1000,-0.1780
103.1040,-0.1593
103.1080,-0.1796
103.1120,-0.1552
103.1160,-0.1874
103.1200,-0.1761
103.1240,-0.1714
103.1280,-0.2058
103.1320,-0.2279
103.1360,-0.2137
103.1400,-0.2461
103.1440,-0.2286
103.1480,-0.2544
103.1520,-0.2480
103.1560,-0.2457
103.1600,-0.1875
103.1640,-0.1846
103.1680,-0.1812
103.1720,-0.1950
103.1760,-0.2157
103.1800,-0.1895
103.1840,-0.1644
103.1880,-0.1359
103.1920,-0.1701
103.1960,-0.1517
103.2000,-0.1627
103.2040,-0.1250
103.2080,-0.1112
103.2120,-0.1226
103.2160,-0.1127
103.2200,-0.0563
103.2240,-0.0496
103.2280,-0.0285
103.2320,-0.0350
103.2360,-0.0073
103.2400,0.0421
103.2440,0.0307
103.2480,0.0520
103.2520,0.0362
103.2560,0.0003
103.2600,0.0350
103.2640,0.0053
103.2680,0.0190
103.2720,-0.0138
103.2760,-0.0638
103.2800,-0.0391
103.2840,-0.0359
103.2880,-0.0486
103.2920,-0.0322
103.2960,-0.0739
103.3000,-0.0741
103.3040,-0.0354
103.3080,-0.0768
103.3120,-0.0782
103.3160,-0.0517
103.3200,-0.0756
103.3240,-0.0789
103.3280,-0.0950
103.3320,-0.1576
103.3360,-0.1821
103.3400,-0.2047
103.3440,-0.2055
103.3480,-0.1527
103.3520,-0.1332
103.3560,-0.0377
103.3600,0.0713
103.3640,0.2452
103.3680,0.4538
103.3720,0.6645
103.3760,0.8250
103.3800,0.8046
103.3840,0.7137
103.3880,0.4854
103.3920,0.1864
103.3960,0.0133
103.4000,-0.2179
103.4040,-0.2946
103.4080,-0.3109
103.4120,-0.3429
103.4160,-0.2776
103.4200,-0.2303
103.4240,-0.1914
103.4280,-0.1218
103.4320,-0.1223
103.4360,-0.1163
103.4400,-0.0931
103.4440,-0.1222
103.4480,-0.1491
103.4520,-0.1679
103.4560,-0.1611
103.4600,-0.1413
103.4640,-0.1432
103.4680,-0.1368
103.4720,-0.1299
103.4760,-0.1693
103.4800,-0.1680
103.4840,-0.1751
103.4880,-0.1526
103.4920,-0.1581
103.4960,-0.1710
103.5000,-0.1426
103.5040,-0.1625
103.5080,-0.1320
103.5120,-0.1440
103.5160,-0.1643
103.5200,-0.1343
103.5240,-0.1546
103.5280,-0.1171
103.5320,-0.0830
103.5360,-0.0904
103.5400,-0.0573
103.5440,-0.0293
103.5480,-0.0167
103.5520,-0.0443
103.5560,-0.0091
103.5600,0.0170
103.5640,0.1020
103.5680,0.0804
103.5720,0.0739
103.5760,0.1125
103.5800,0.1727
103.5840,0.2272
103.5880,0.2025
103.5920,0.1591
103.5960,0.1512
103.6000,0.1671
103.6040,0.1497
103.6080,0.1418
103.6120,0.1181
103.6160,0.1112
103.6200,0.1091
103.6240,0.1173
103.6280,0.0988
103.6320,0.0470
103.6360,0.0593
103.6400,0.0547
103.6440,0.0392
103.6480,0.0110
103.6520,0.0201
103.6560,0.0015
103.6600,-0.0209
103.6640,-0.0202
103.6680,0.0036
103.6720,0.0006
103.6760,-0.0067
103.6800,-0.0391
103.6840,0.0085
103.6880,-0.0228
103.6920,-0.0259
103.6960,-0.0240
103.7000,-0.0088
103.7040,0.0245
103.7080,0.0020
103.7120,0.0046
103.7160,-0.0435
103.7200,-0.0133
103.7240,-0.0083
103.7280,0.0269
103.7320,0.0339
103.7360,0.0292
103.7400,-0.0138
103.7440,0.0242
103.7480,0.0172
103.7520,-0.0025
103.7560,-0.0052
103.7600,0.0072
103.7640,-0.0032
103.7680,0.0272
103.7720,0.0197
103.7760,-0.0176
103.7800,0.0086
103.7840,-0.0030
103.7880,-0.0086
103.7920,-0.0231
103.7960,-0.0421
103.8000,-0.0267
103.8040,0.0359
103.8080,0.0167
103.8120,-0.0018
103.8160,0.0478
103.8200,0.0465
103.8240,0.0782
103.8280,0.0789
103.8320,0.0604
103.8360,0.0917
103.8400,0.1434
103.8440,0.1134
103.8480,0.1337
103.8520,0.1162
103.8560,0.0953
103.8600,0.1503
103.8640,0.1580
103.8680,0.1579
103.8720,0.1044
103.8760,0.0293
103.8800,0.0253
103.8840,0.0354
103.8880,0.0427
