t_s,ecg_mv
12.8200,0.1088
12.8240,0.0890
12.8280,0.0748
12.8320,0.0561
12.8360,0.0838
12.8400,0.0969
12.8440,0.1240
12.8480,0.0917
12.8520,0.0928
12.8560,0.1365
12.8600,0.1319
12.8640,0.1495
12.8680,0.1510
12.8720,0.1964
12.8760,0.1543
12.8800,0.1721
12.8840,0.2019
12.8880,0.2024
12.8920,0.1964
12.8960,0.1878
12.9000,0.1672
12.9040,0.1536
12.9080,0.1550
12.9120,0.1358
12.9160,0.1004
12.9200,0.1029
12.9240,0.1212
12.9280,0.1004
12.9320,0.0912
12.9360,0.0979
12.9400,0.0892
12.9440,0.0694
12.9480,0.0845
12.9520,0.0560
12.9560,0.0495
12.9600,0.0960
12.9640,0.1018
12.9680,0.1022
12.9720,0.0718
12.9760,0.0721
12.9800,0.0940
12.9840,0.1037
12.9880,0.0960
12.9920,0.0548
12.9960,0.0618
13.0000,0.0868
13.0040,0.0419
13.0080,0.0312
13.0120,0.0061
13.0160,-0.0230
13.0200,0.0062
13.0240,0.0244
13.0280,0.1198
13.0320,0.1955
13.0360,0.3262
13.0400,0.6010
13.0440,0.8540
13.0480,1.0146
13.0520,1.0714
13.0560,1.0166
13.0600,0.7900
13.0640,0.5690
13.0680,0.2745
13.0720,0.1062
13.0760,-0.0434
13.0800,-0.1095
13.0840,-0.1078
13.0880,-0.0940
13.0920,-0.0379
13.0960,0.0005
13.1000,0.0485
13.1040,0.0978
13.1080,0.0887
13.1120,0.0924
13.1160,0.0618
13.1200,0.0912
13.1240,0.0833
13.1280,0.1086
13.1320,0.0788
13.1360,0.0572
13.1400,0.0821
13.1440,0.1165
13.1480,0.0878
13.1520,0.0797
13.1560,0.0916
13.1600,0.0767
13.1640,0.0818
13.1680,0.0597
13.1720,0.0629
13.1760,0.0977
13.1800,0.0738
13.1840,0.1011
13.1880,0.0834
13.1920,0.0865
13.1960,0.0668
13.2000,0.0614
13.2040,0.0956
13.2080,0.1043
13.2120,0.1048
13.2160,0.1023
13.2200,0.0936
13.2240,0.1401
13.2280,0.1433
13.2320,0.1393
13.2360,0.1843
13.2400,0.1722
13.2440,0.1802
13.2480,0.1577
13.2520,0.2086
13.2560,0.1924
13.2600,0.2409
13.2640,0.2649
13.2680,0.2710
13.2720,0.2641
13.2760,0.3057
13.2800,0.3145
13.2840,0.3653
13.2880,0.3475
13.2920,0.3421
13.2960,0.3773
13.3000,0.3709
13.3040,0.3805
13.3080,0.4182
13.3120,0.3550
13.3160,0.3870
13.3200,0.3727
13.3240,0.3600
13.3280,0.3574
13.3320,0.3353
13.3360,0.3112
13.3400,0.3397
13.3440,0.3190
13.3480,0.2925
13.3520,0.2730
13.3560,0.2451
13.3600,0.2335
13.3640,0.2172
13.3680,0.2231
13.3720,0.1888
13.3760,0.1914
13.3800,0.1287
13.3840,0.1523
13.3880,0.1276
13.3920,0.1101
13.3960,0.1103
13.4000,0.1134
13.4040,0.1189
13.4080,0.0984
13.4120,0.1264
13.4160,0.0733
13.4200,0.1149
13.4240,0.0795
13.4280,0.1090
13.4320,0.0742
13.4360,0.0778
13.4400,0.1058
13.4440,0.0931
13.4480,0.1026
13.4520,0.0664
13.4560,0.0531
13.4600,0.0902
13.4640,0.0638
13.4680,0.1053
13.4720,0.0563
13.4760,0.0473
13.4800,0.0681
13.4840,0.1036
13.4880,0.0733
13.4920,0.0596
13.4960,0.0858
13.5000,0.0650
13.5040,0.0918
13.5080,0.0746
13.5120,0.0898
13.5160,0.0790
13.5200,0.0660
13.5240,0.0968
13.5280,0.0664
13.5320,0.0809
13.5360,0.0597
13.5400,0.0764
13.5440,0.1083
13.5480,0.0737
13.5520,0.0700
13.5560,0.0778
13.5600,0.0763
13.5640,0.1099
13.5680,0.0968
13.5720,0.0560
13.5760,0.0627
13.5800,0.0957
13.5840,0.0833
13.5880,0.0510
13.5920,0.0947
13.5960,0.0576
13.6000,0.0760
13.6040,0.1001
13.6080,0.0848
13.6120,0.0874
13.6160,0.0434
13.6200,0.0866
13.6240,0.0659
13.6280,0.0894
13.6320,0.0784
13.6360,0.0608
13.6400,0.0867
13.6440,0.0778
13.6480,0.1004
13.6520,0.0786
13.6560,0.0693
13.6600,0.0593
13.6640,0.0817
13.6680,0.0799
13.6720,0.0516
13.6760,0.0546
13.6800,0.0592
13.6840,0.0937
13.6880,0.0611
13.6920,0.0751
13.6960,0.0620
13.7000,0.0765
13.7040,0.0968
13.7080,0.1000
13.7120,0.0417
13.7160,0.0716
13.7200,0.0650
13.7240,0.0776
13.7280,0.0899
13.7320,0.0931
13.7360,0.0594
13.7400,0.0772
13.7440,0.1075
13.7480,0.1030
13.7520,0.0879
13.7560,0.0921
13.7600,0.0932
13.7640,0.0740
13.7680,0.0708
13.7720,0.1050
13.7760,0.0715
13.7800,0.1356
13.7840,0.1481
13.7880,0.1515
13.7920,0.1725
13.7960,0.1741
13.8000,0.1821
13.8040,0.1815
13.8080,0.2151
13.8120,0.1933
13.8160,0.1839
13.8200,0.1877
13.8240,0.1643
13.8280,0.1460
13.8320,0.1234
13.8360,0.1109
13.8400,0.1145
13.8440,0.0974
13.8480,0.1056
13.8520,0.0767
13.8560,0.0769
13.8600,0.0632
13.8640,0.0678
13.8680,0.0652
13.8720,0.0441
13.8760,0.0258
13.8800,0.0475
13.8840,0.0737
13.8880,0.0580
13.8920,0.0355
13.8960,0.0564
13.9000,0.0552
13.9040,0.0682
13.9080,0.0765
13.9120,0.0399
13.9160,0.0558
13.9200,0.0381
13.9240,0.0062
13.9280,-0.0132
13.9320,-0.0149
13.9360,-0.0446
13.9400,-0.0248
13.9440,0.0623
13.9480,0.1441
13.9520,0.2812
13.9560,0.4600
13.9600,0.7228
13.9640,0.9483
13.9680,1.0341
13.9720,1.0141
13.9760,0.8559
13.9800,0.6259
13.9840,0.3413
13.9880,0.1357
13.9920,-0.0346
13.9960,-0.1267
14.0000,-0.1550
14.0040,-0.1416
14.0080,-0.0939
14.0120,-0.0455
14.0160,0.0127
14.0200,0.0214
14.0240,0.0581
14.0280,0.0572
14.0320,0.0036
14.0360,0.0521
14.0400,0.0404
14.0440,0.0481
14.0480,0.0548
14.0520,0.0366
14.0560,0.0424
14.0600,0.0483
14.0640,0.0671
14.0680,0.0799
14.0720,0.0218
14.0760,0.0242
14.0800,0.0289
14.0840,0.0489
14.0880,0.0381
14.0920,0.0644
14.0960,0.0377
14.1000,0.0437
14.1040,0.0558
14.1080,0.0625
14.1120,0.0655
14.1160,0.0410
14.1200,0.0445
14.1240,0.0943
14.1280,0.0345
14.1320,0.0942
14.1360,0.0540
14.1400,0.0803
14.1440,0.0672
14.1480,0.1250
14.1520,0.0924
14.1560,0.1026
14.1600,0.1311
14.1640,0.1109
14.1680,0.1623
14.1720,0.1652
14.1760,0.1755
14.1800,0.2195
14.1840,0.2090
14.1880,0.2043
14.1920,0.2279
14.1960,0.2581
14.2000,0.2998
14.2040,0.2955
14.2080,0.3147
14.2120,0.3051
14.2160,0.3061
14.2200,0.3303
14.2240,0.3394
14.2280,0.3201
14.2320,0.3172
14.2360,0.2966
14.2400,0.3398
14.2440,0.3017
14.2480,0.2991
14.2520,0.2574
14.2560,0.2722
14.2600,0.2173
14.2640,0.2450
14.2680,0.2153
14.2720,0.1968
14.2760,0.1641
14.2800,0.1574
14.2840,0.1540
14.2880,0.1292
14.2920,0.0896
14.2960,0.0858
14.3000,0.0840
14.3040,0.0778
14.3080,0.0880
14.3120,0.0814
14.3160,0.0500
14.3200,0.0440
14.3240,0.0847
14.3280,0.0514
14.3320,0.0668
14.3360,-0.0102
14.3400,0.0292
14.3440,0.0323
14.3480,0.0389
14.3520,0.0002
14.3560,-0.0052
14.3600,0.0226
14.3640,-0.0049
14.3680,0.0128
14.3720,-0.0075
14.3760,-0.0060
14.3800,0.0148
14.3840,0.0475
14.3880,0.0191
14.3920,0.0129
14.3960,-0.0077
14.4000,0.0071
14.4040,0.0415
14.4080,-0.0031
14.4120,0.0092
14.4160,0.0102
14.4200,0.0174
14.4240,0.0008
14.4280,-0.0090
14.4320,-0.0115
14.4360,-0.0389
14.4400,-0.0049
14.4440,-0.0094
14.4480,0.0105
14.4520,-0.0121
14.4560,-0.0050
14.4600,-0.0050
14.4640,0.0102
14.4680,-0.0107
14.4720,0.0034
14.4760,-0.0337
14.4800,0.0271
14.4840,-0.0003
14.4880,0.0212
14.4920,0.0197
14.4960,-0.0139
14.5000,-0.0400
14.5040,0.0333
14.5080,-0.0169
14.5120,0.0115
14.5160,-0.0177
14.5200,-0.0049
14.5240,0.0234
14.5280,-0.0132
14.5320,-0.0071
14.5360,-0.0295
14.5400,-0.0177
14.5440,-0.0040
14.5480,0.0288
14.5520,-0.0538
14.5560,-0.0166
14.5600,-0.0311
14.5640,0.0029
14.5680,0.0066
14.5720,-0.0393
14.5760,0.0089
14.5800,-0.0006
14.5840,-0.0075
14.5880,-0.0166
14.5920,-0.0180
14.5960,0.0123
14.6000,-0.0263
14.6040,-0.0393
14.6080,0.0014
14.6120,-0.0112
14.6160,-0.0180
14.6200,-0.0125
14.6240,-0.0009
14.6280,-0.0088
14.6320,-0.0384
14.6360,-0.0213
14.6400,-0.0036
14.6440,-0.0114
14.6480,-0.0036
14.6520,-0.0269
14.6560,-0.0195
14.6600,0.0094
14.6640,0.0217
14.6680,0.0148
14.6720,0.0046
14.6760,-0.0217
14.6800,0.0325
14.6840,0.0346
14.6880,0.0436
14.6920,0.0531
14.6960,0.0395
14.7000,0.0644
14.7040,0.0721
14.7080,0.0643
14.7120,0.0774
14.7160,0.0660
14.7200,0.0892
14.7240,0.0849
14.7280,0.0673
14.7320,0.0443
14.7360,0.0166
14.7400,0.0458
14.7440,0.0449
14.7480,0.0366
14.7520,0.0236
14.7560,-0.0146
14.7600,-0.0094
14.7640,-0.0267
14.7680,-0.0315
14.7720,-0.0352
14.7760,-0.0246
14.7800,-0.0203
14.7840,-0.0359
14.7880,-0.0369
14.7920,-0.0565
14.7960,-0.0332
14.8000,-0.0203
14.8040,-0.0327
14.8080,-0.0438
14.8120,-0.0553
14.8160,-0.0674
14.8200,-0.0656
14.8240,-0.0549
14.8280,-0.0938
14.8320,-0.1489
14.8360,-0.1415
14.8400,-0.1306
14.8440,-0.0428
14.8480,-0.0057
14.8520,0.0601
14.8560,0.2121
14.8600,0.3912
14.8640,0.6556
14.8680,0.8653
14.8720,0.9495
14.8760,0.8857
14.8800,0.7004
14.8840,0.4553
14.8880,0.2072
14.8920,-0.0320
14.8960,-0.1604
14.9000,-0.2447
14.9040,-0.2536
14.9080,-0.2166
14.9120,-0.1867
14.9160,-0.1277
14.9200,-0.0827
14.9240,-0.0207
14.9280,-0.0504
14.9320,-0.0690
14.9360,-0.0730
14.9400,-0.0520
14.9440,-0.0459
14.9480,-0.0592
14.9520,-0.0684
14.9560,-0.0514
14.9600,-0.0563
14.9640,-0.0214
14.9680,-0.0746
14.9720,-0.0745
14.9760,-0.0702
14.9800,-0.0522
14.9840,-0.0459
14.9880,-0.0788
14.9920,-0.0776
14.9960,-0.0433
15.0000,-0.0902
15.0040,-0.0588
15.0080,-0.0536
15.0120,-0.0410
15.0160,-0.0685
15.0200,-0.0532
15.0240,-0.0359
15.0280,0.0001
15.0320,-0.0503
15.0360,-0.0630
15.0400,-0.0157
15.0440,-0.0105
15.0480,0.0196
15.0520,-0.0196
15.0560,0.0379
15.0600,0.0274
15.0640,0.0635
15.0680,0.0637
15.0720,0.0626
15.0760,0.0862
15.0800,0.1178
15.0840,0.1257
15.0880,0.1697
15.0920,0.1810
15.0960,0.1802
15.1000,0.1909
15.1040,0.2358
15.1080,0.1920
15.1120,0.2259
15.1160,0.2043
15.1200,0.2311
15.1240,0.2255
15.1280,0.2074
15.1320,0.2224
15.1360,0.1946
15.1400,0.1896
15.1440,0.1889
15.1480,0.1935
15.1520,0.1165
15.1560,0.1079
15.1600,0.1069
15.1640,0.1227
15.1680,0.0650
15.1720,0.0941
15.1760,0.0294
15.1800,0.0619
15.1840,-0.0148
15.1880,-0.0136
15.1920,-0.0075
15.1960,-0.0383
15.2000,-0.0142
15.2040,-0.0318
15.2080,-0.0606
15.2120,-0.0620
15.2160,-0.0591
15.2200,-0.0743
15.2240,-0.0736
15.2280,-0.0857
15.2320,-0.0751
15.2360,-0.0622
15.2400,-0.0931
15.2440,-0.0817
15.2480,-0.0461
15.2520,-0.1038
15.2560,-0.1052
15.2600,-0.0707
15.2640,-0.0859
15.2680,-0.0713
15.2720,-0.1049
15.2760,-0.1067
15.2800,-0.0789
15.2840,-0.0970
15.2880,-0.1204
15.2920,-0.1014
15.2960,-0.0963
15.3000,-0.0910
15.3040,-0.0842
15.3080,-0.0929
15.3120,-0.1144
15.3160,-0.1231
15.3200,-0.1072
15.3240,-0.0711
15.3280,-0.0955
15.3320,-0.0927
15.3360,-0.0968
15.3400,-0.0856
15.3440,-0.1204
15.3480,-0.0811
15.3520,-0.1083
15.3560,-0.1231
15.3600,-0.0930
15.3640,-0.1008
15.3680,-0.0886
15.3720,-0.1020
15.3760,-0.1009
15.3800,-0.1024
15.3840,-0.0823
15.3880,-0.0919
15.3920,-0.1139
15.3960,-0.1320
15.4000,-0.0880
15.4040,-0.1000
15.4080,-0.0965
15.4120,-0.1206
15.4160,-0.1135
15.4200,-0.1196
15.4240,-0.1019
15.4280,-0.1015
15.4320,-0.0852
15.4360,-0.1190
15.4400,-0.1046
15.4440,-0.0672
15.4480,-0.1176
15.4520,-0.1012
15.4560,-0.1359
15.4600,-0.0935
15.4640,-0.0979
15.4680,-0.1077
15.4720,-0.1377
15.4760,-0.1185
15.4800,-0.1006
15.4840,-0.0957
15.4880,-0.0945
15.4920,-0.1091
15.4960,-0.1115
15.5000,-0.1050
15.5040,-0.0962
15.5080,-0.1107
15.5120,-0.0991
15.5160,-0.0951
15.5200,-0.1087
15.5240,-0.0905
15.5280,-0.0822
15.5320,-0.0683
15.5360,-0.0503
15.5400,-0.0527
15.5440,-0.0547
15.5480,-0.0008
15.5520,-0.0408
15.5560,-0.0126
15.5600,-0.0057
15.5640,0.0290
15.5680,-0.0046
15.5720,-0.0433
15.5760,-0.0016
15.5800,-0.0285
15.5840,-0.0194
15.5880,-0.0322
15.5920,-0.0773
15.5960,-0.1145
15.6000,-0.0866
15.6040,-0.1280
15.6080,-0.1134
15.6120,-0.0903
15.6160,-0.1252
15.6200,-0.1225
15.6240,-0.1391
15.6280,-0.1212
15.6320,-0.1166
15.6360,-0.1016
15.6400,-0.1075
15.6440,-0.1322
15.6480,-0.1026
15.6520,-0.1233
15.6560,-0.1211
15.6600,-0.1329
15.6640,-0.1122
15.6680,-0.1398
15.6720,-0.1629
15.6760,-0.1667
15.6800,-0.2200
15.6840,-0.1994
15.6880,-0.2143
15.6920,-0.1755
15.6960,-0.0783
15.7000,-0.0151
15.7040,0.1914
15.7080,0.3950
15.7120,0.6184
15.7160,0.8217
15.7200,0.8695
15.7240,0.7714
15.7280,0.5585
15.7320,0.3022
15.7360,0.0642
15.7400,-0.0948
15.7440,-0.2229
15.7480,-0.3367
15.7520,-0.3245
15.7560,-0.2762
15.7600,-0.2487
15.7640,-0.1660
15.7680,-0.1365
15.7720,-0.1475
15.7760,-0.1741
15.7800,-0.1271
15.7840,-0.0963
15.7880,-0.1274
15.7920,-0.1513
15.7960,-0.1405
15.8000,-0.1428
15.8040,-0.1183
15.8080,-0.1165
15.8120,-0.1318
15.8160,-0.1430
15.8200,-0.1475
15.8240,-0.1339
15.8280,-0.1362
15.8320,-0.1421
15.8360,-0.1253
15.8400,-0.1450
15.8440,-0.1367
15.8480,-0.1024
15.8520,-0.1575
15.8560,-0.1215
15.8600,-0.1153
15.8640,-0.1124
15.8680,-0.1066
15.8720,-0.1384
15.8760,-0.1286
15.8800,-0.0853
15.8840,-0.0912
15.8880,-0.0838
15.8920,-0.0567
15.8960,-0.0761
15.9000,-0.0235
15.9040,-0.0238
15.9080,-0.0275
15.9120,0.0013
15.9160,0.0090
15.9200,0.0433
15.9240,0.0477
15.9280,0.0835
15.9320,0.0992
15.9360,0.0979
15.9400,0.1424
15.9440,0.1640
15.9480,0.1495
15.9520,0.1434
15.9560,0.1421
15.9600,0.1783
15.9640,0.1978
15.9680,0.1642
15.9720,0.1549
15.9760,0.1478
15.9800,0.1492
15.9840,0.1330
15.9880,0.1112
15.9920,0.1010
15.9960,0.0768
16.0000,0.0953
16.0040,0.0655
16.0080,0.0653
16.0120,0.0413
16.0160,-0.0023
16.0200,-0.0005
16.0240,-0.0045
16.0280,-0.0342
16.0320,-0.0817
16.0360,-0.0725
16.0400,-0.0811
16.0440,-0.0803
16.0480,-0.0849
16.0520,-0.1162
16.0560,-0.1135
16.0600,-0.1031
16.0640,-0.0910
16.0680,-0.1058
16.0720,-0.1398
16.0760,-0.1281
16.0800,-0.1244
16.0840,-0.0932
16.0880,-0.1161
16.0920,-0.1401
16.0960,-0.1340
16.1000,-0.1089
16.1040,-0.1099
16.1080,-0.1161
16.1120,-0.1318
16.1160,-0.1573
16.1200,-0.1388
16.1240,-0.1086
16.1280,-0.1385
16.1320,-0.1313
16.1360,-0.1532
16.1400,-0.1245
16.1440,-0.1111
16.1480,-0.1620
16.1520,-0.1160
16.1560,-0.1168
16.1600,-0.1226
16.1640,-0.1251
16.1680,-0.1192
16.1720,-0.1458
16.1760,-0.1409
16.1800,-0.1082
16.1840,-0.1229
16.1880,-0.1067
16.1920,-0.1363
16.1960,-0.1512
16.2000,-0.1213
16.2040,-0.0839
16.2080,-0.0979
16.2120,-0.1076
16.2160,-0.1229
16.2200,-0.1179
16.2240,-0.1045
16.2280,-0.1147
16.2320,-0.1140
16.2360,-0.1170
16.2400,-0.1203
16.2440,-0.0917
16.2480,-0.1148
16.2520,-0.1171
16.2560,-0.1176
16.2600,-0.1242
16.2640,-0.1410
16.2680,-0.1054
16.2720,-0.1482
16.2760,-0.1197
16.2800,-0.1258
16.2840,-0.1153
16.2880,-0.1119
16.2920,-0.1147
16.2960,-0.1236
16.3000,-0.1233
16.3040,-0.1006
16.3080,-0.1124
16.3120,-0.1183
16.3160,-0.1161
16.3200,-0.1358
16.3240,-0.1031
16.3280,-0.1223
16.3320,-0.1184
16.3360,-0.1062
16.3400,-0.0987
16.3440,-0.0916
16.3480,-0.0833
16.3520,-0.0765
16.3560,-0.0854
16.3600,-0.0593
16.3640,-0.0559
16.3680,-0.0308
16.3720,-0.0290
16.3760,-0.0266
16.3800,-0.0071
16.3840,0.0217
16.3880,0.0125
16.3920,0.0226
16.3960,-0.0182
16.4000,-0.0018
16.4040,-0.0083
16.4080,-0.0118
16.4120,-0.0425
16.4160,-0.0594
16.4200,-0.0592
16.4240,-0.0494
16.4280,-0.0681
16.4320,-0.0836
16.4360,-0.1040
16.4400,-0.1075
16.4440,-0.1237
16.4480,-0.1053
16.4520,-0.0955
16.4560,-0.0770
16.4600,-0.1070
16.4640,-0.0973
16.4680,-0.0898
16.4720,-0.1065
16.4760,-0.0940
16.4800,-0.1186
16.4840,-0.1017
16.4880,-0.1281
16.4920,-0.1385
16.4960,-0.1712
16.5000,-0.1579
16.5040,-0.1628
16.5080,-0.1887
16.5120,-0.1734
16.5160,-0.1208
16.5200,-0.0258
16.5240,0.0916
16.5280,0.2898
16.5320,0.5083
16.5360,0.7409
16.5400,0.8845
16.5440,0.8978
16.5480,0.7318
16.5520,0.5000
16.5560,0.2218
16.5600,-0.0061
16.5640,-0.1453
16.5680,-0.2696
16.5720,-0.3322
16.5760,-0.3064
16.5800,-0.2341
16.5840,-0.1458
16.5880,-0.1338
16.5920,-0.1385
16.5960,-0.1041
16.6000,-0.0976
16.6040,-0.0728
16.6080,-0.0802
16.6120,-0.0862
16.6160,-0.1129
16.6200,-0.0749
16.6240,-0.0473
16.6280,-0.0866
16.6320,-0.0855
16.6360,-0.0906
16.6400,-0.0769
16.6440,-0.0625
16.6480,-0.0746
16.6520,-0.0838
16.6560,-0.1044
16.6600,-0.0996
16.6640,-0.0839
16.6680,-0.0722
16.6720,-0.0612
16.6760,-0.0675
16.6800,-0.0512
16.6840,-0.0450
16.6880,-0.0629
16.6920,-0.0551
16.6960,-0.0802
16.7000,-0.0455
16.7040,-0.0234
16.7080,-0.0343
16.7120,-0.0423
16.7160,-0.0282
16.7200,0.0334
16.7240,-0.0072
16.7280,0.0453
16.7320,0.0455
16.7360,0.0505
16.7400,0.0590
16.7440,0.0885
16.7480,0.1360
16.7520,0.1210
16.7560,0.1428
16.7600,0.1611
16.7640,0.2182
16.7680,0.2402
16.7720,0.2056
16.7760,0.2119
16.7800,0.2462
16.7840,0.2441
16.7880,0.2283
16.7920,0.2323
16.7960,0.2241
16.8000,0.2463
16.8040,0.2303
16.8080,0.2065
16.8120,0.1593
16.8160,0.1594
16.8200,0.1505
16.8240,0.1620
16.8280,0.1282
16.8320,0.1069
16.8360,0.0878
16.8400,0.0966
16.8440,0.0704
16.8480,0.0612
16.8520,0.0438
16.8560,0.0248
16.8600,0.0197
16.8640,-0.0097
16.8680,-0.0204
16.8720,0.0051
16.8760,-0.0563
16.8800,-0.0592
16.8840,-0.0016
16.8880,-0.0294
16.8920,-0.0288
16.8960,-0.0491
16.9000,-0.0487
16.9040,-0.0331
16.9080,-0.0341
16.9120,-0.0359
16.9160,-0.0482
16.9200,-0.0414
16.9240,-0.0305
16.9280,-0.0292
16.9320,-0.0384
16.9360,-0.0606
16.9400,-0.0341
16.9440,-0.0497
16.9480,-0.0293
16.9520,-0.0347
16.9560,-0.0571
16.9600,-0.0375
16.9640,-0.0365
16.9680,-0.0447
16.9720,-0.0540
16.9760,-0.0483
16.9800,-0.0483
16.9840,-0.0036
16.9880,-0.0619
16.9920,-0.0477
16.9960,-0.0492
17.0000,-0.0464
17.0040,-0.0054
17.0080,-0.0134
17.0120,-0.0375
17.0160,-0.0266
17.0200,-0.0435
17.0240,-0.0141
17.0280,-0.0449
17.0320,-0.0558
17.0360,-0.0344
17.0400,-0.0116
17.0440,-0.0472
17.0480,-0.0204
17.0520,-0.0448
17.0560,-0.0456
17.0600,-0.0185
17.0640,-0.0503
17.0680,-0.0074
17.0720,-0.0334
17.0760,-0.0228
17.0800,-0.0373
17.0840,-0.0228
17.0880,-0.0156
17.0920,-0.0088
17.0960,-0.0160
17.1000,-0.0436
17.1040,0.0059
17.1080,-0.0101
17.1120,0.0160
17.1160,-0.0054
17.1200,-0.0184
17.1240,0.0149
17.1280,0.0127
17.1320,-0.0169
17.1360,0.0133
17.1400,-0.0195
17.1440,0.0029
17.1480,0.0092
17.1520,-0.0114
17.1560,-0.0022
17.1600,0.0024
17.1640,0.0044
17.1680,0.0328
17.1720,0.0073
17.1760,0.0273
17.1800,0.0444
17.1840,0.0690
17.1880,0.1120
17.1920,0.0708
17.1960,0.0575
17.2000,0.1174
17.2040,0.1529
17.2080,0.1364
17.2120,0.1271
17.2160,0.1078
17.2200,0.1037
17.2240,0.1069
17.2280,0.1134
17.2320,0.0418
17.2360,0.0804
17.2400,0.0629
17.2440,0.0605
17.2480,0.0240
17.2520,-0.0044
17.2560,0.0368
17.2600,0.0074
17.2640,0.0363
17.2680,0.0257
17.2720,0.0207
17.2760,-0.0060
17.2800,-0.0006
17.2840,0.0130
17.2880,0.0058
17.2920,0.0274
17.2960,-0.0237
17.3000,0.0114
17.3040,0.0335
17.3080,0.0074
17.3120,-0.0230
17.3160,0.0022
17.3200,-0.0153
17.3240,-0.0323
17.3280,-0.0451
17.3320,-0.0818
17.3360,-0.0809
17.3400,-0.0212
17.3440,0.0445
17.3480,0.1679
17.3520,0.2854
17.3560,0.4789
17.3600,0.7312
17.3640,1.0010
17.3680,1.0079
17.3720,0.9509
17.3760,0.7605
17.3800,0.5060
17.3840,0.2660
17.3880,0.0508
17.3920,-0.0899
17.3960,-0.1898
17.4000,-0.1804
17.4040,-0.1278
17.4080,-0.0910
17.4120,-0.0458
17.4160,0.0249
17.4200,0.0622
17.4240,0.0598
17.4280,0.0378
17.4320,0.0525
17.4360,0.0518
17.4400,0.0147
17.4440,0.0560
17.4480,0.0520
17.4520,0.0480
17.4560,0.0393
17.4600,0.0488
17.4640,0.0473
17.4680,0.0519
17.4720,0.0302
17.4760,0.0570
17.4800,0.0652
17.4840,0.0565
17.4880,0.0605
17.4920,0.0404
17.4960,0.0415
17.5000,0.0774
17.5040,0.0632
17.5080,0.0674
17.5120,0.0688
17.5160,0.0665
17.5200,0.0797
17.5240,0.0984
17.5280,0.1135
17.5320,0.0819
17.5360,0.0820
17.5400,0.0879
17.5440,0.1082
17.5480,0.0918
17.5520,0.1535
17.5560,0.1439
17.5600,0.1628
17.5640,0.1933
17.5680,0.2140
17.5720,0.2181
17.5760,0.2480
17.5800,0.2591
17.5840,0.3024
17.5880,0.3067
17.5920,0.3024
17.5960,0.3058
17.6000,0.3268
17.6040,0.3496
17.6080,0.3509
17.6120,0.3835
17.6160,0.3924
17.6200,0.3624
17.6240,0.3634
17.6280,0.3945
17.6320,0.3670
17.6360,0.3431
17.6400,0.3173
17.6440,0.3249
17.6480,0.3089
17.6520,0.3178
17.6560,0.2918
17.6600,0.2445
17.6640,0.2637
17.6680,0.2425
17.6720,0.2270
17.6760,0.1827
17.6800,0.1873
17.6840,0.1814
17.6880,0.1773
17.6920,0.1412
17.6960,0.1572
17.7000,0.1380
17.7040,0.1227
17.7080,0.1222
17.7120,0.0817
17.7160,0.0879
17.7200,0.0893
17.7240,0.0999
17.7280,0.1183
17.7320,0.0855
17.7360,0.0577
17.7400,0.1075
17.7440,0.0975
17.7480,0.0905
17.7520,0.1143
17.7560,0.0878
17.7600,0.0810
17.7640,0.0793
17.7680,0.0880
17.7720,0.0945
17.7760,0.0900
17.7800,0.1089
17.7840,0.0808
17.7880,0.0735
17.7920,0.0830
17.7960,0.0943
17.8000,0.0939
17.8040,0.1051
17.8080,0.1256
17.8120,0.0807
17.8160,0.0724
17.8200,0.0989
17.8240,0.1001
17.8280,0.1068
17.8320,0.0971
17.8360,0.1120
17.8400,0.1073
17.8440,0.1066
17.8480,0.1020
17.8520,0.0967
17.8560,0.0681
17.8600,0.1080
17.8640,0.1238
17.8680,0.1003
17.8720,0.0924
17.8760,0.0937
17.8800,0.1165
17.8840,0.1239
17.8880,0.1109
17.8920,0.0943
17.8960,0.0767
17.9000,0.0775
17.9040,0.1320
17.9080,0.1160
17.9120,0.0989
17.9160,0.1091
17.9200,0.0709
17.9240,0.1365
17.9280,0.0841
17.9320,0.0898
17.9360,0.1238
17.9400,0.1109
17.9440,0.1604
17.9480,0.1186
17.9520,0.1030
17.9560,0.1305
17.9600,0.1171
17.9640,0.1264
17.9680,0.1200
17.9720,0.1143
17.9760,0.1121
17.9800,0.1410
17.9840,0.1101
17.9880,0.1291
17.9920,0.1500
17.9960,0.1074
18.0000,0.1573
18.0040,0.1233
18.0080,0.1256
18.0120,0.1059
18.0160,0.1104
18.0200,0.1105
18.0240,0.1242
18.0280,0.1084
18.0320,0.1372
18.0360,0.0921
18.0400,0.1472
18.0440,0.1555
18.0480,0.1528
18.0520,0.1587
18.0560,0.1560
18.0600,0.1973
18.0640,0.2179
18.0680,0.2343
18.0720,0.2263
18.0760,0.2273
18.0800,0.2405
18.0840,0.2776
18.0880,0.2397
18.0920,0.2300
18.0960,0.1914
18.1000,0.2324
18.1040,0.2100
18.1080,0.2010
18.1120,0.1852
18.1160,0.1317
18.1200,0.1504
18.1240,0.1686
18.1280,0.1522
18.1320,0.1430
18.1360,0.1201
18.1400,0.1287
18.1440,0.1408
18.1480,0.1084
18.1520,0.1369
18.1560,0.1324
18.1600,0.1478
18.1640,0.1272
18.1680,0.1270
18.1720,0.1058
18.1760,0.1149
18.1800,0.1333
18.1840,0.1478
18.1880,0.1684
